verify-fdge — cumplimiento mecánico de la Methodology Suite 8.0.0

PASA
  ✓ SUITE-R08      REGISTRY.json presente y coherente.
  ✓ FDGE-R45       PT-047: evidencia e intake sin patrones de secreto conocidos.
  ✓ FDGE-R25       PT-047: self-review completo.
  ✓ FDGE-R29       PT-047: registrado en HISTORY.log.
  ✓ FDGE-R44       PT-047: declara «Estructural: no».
  ✓ FDGE-R31       PT-047: presente en REFACTOR_SCOPE.md con estado canónico.
  ✓ FDGE-R34       PT-047: sin errores de cumplimiento.
  ✓ INTAKE-R08     PT-048: firmado por lote EP-013.
  ✓ FDGE-R51       PT-048: intake ligero · firma, veredicto y severidad heredados del lote.
  ✓ FDGE-R19       PT-048: rama «fix/PT-048-el-issue-de-un-deferred-enlaza-a-un-404» declarada.
  ✓ SUITE-R43      PT-048: sin comentarios pendientes en el issue #70.
  ✓ FDGE-R45       PT-048: evidencia e intake sin patrones de secreto conocidos.
  ✓ FDGE-R25       PT-048: self-review completo.
  ✓ FDGE-R29       PT-048: registrado en HISTORY.log.
  ✓ FDGE-R44       PT-048: declara «Estructural: no».
  ✓ FDGE-R31       PT-048: presente en REFACTOR_SCOPE.md con estado canónico.
  ✓ FDGE-R34       PT-048: sin errores de cumplimiento.
  ✓ INTAKE-R08     PT-049: firmado por lote EP-014.
  ✓ FDGE-R51       PT-049: intake ligero · firma, veredicto y severidad heredados del lote.
  ✓ FDGE-R19       PT-049: rama «chore/PT-049-el-verde-se-cuenta-no-se-enumera» declarada.
  ✓ FDGE-R52       PT-049: 5 nota(s) de reanclaje en el issue #83 para PHASE 6.
  ✓ SUITE-R43      PT-049: sin comentarios pendientes en el issue #83.
  ✓ FDGE-R15       PT-049: 4 criterios con TS asignado (Test/Evidencia se exigen desde PHASE 6).
  ✓ FDGE-R45       PT-049: evidencia e intake sin patrones de secreto conocidos.
  ✓ FDGE-R31       PT-049: presente en REFACTOR_SCOPE.md con estado canónico.
  ✓ FDGE-R34       PT-049: sin errores de cumplimiento.
  ✓ INTAKE-R08     PT-050: firmado por lote EP-014.
  ✓ FDGE-R51       PT-050: intake ligero · firma, veredicto y severidad heredados del lote.
  ✓ SUITE-R43      PT-050: sin comentarios pendientes en el issue #84.
  ✓ FDGE-R45       PT-050: evidencia e intake sin patrones de secreto conocidos.
  ✓ FDGE-R31       PT-050: presente en REFACTOR_SCOPE.md con estado canónico.
  ✓ FDGE-R34       PT-050: sin errores de cumplimiento.
  ✓ INTAKE-R08     PT-051: firmado por lote EP-014.
  ✓ FDGE-R51       PT-051: intake ligero · firma, veredicto y severidad heredados del lote.
  ✓ SUITE-R43      PT-051: sin comentarios pendientes en el issue #85.
  ✓ FDGE-R45       PT-051: evidencia e intake sin patrones de secreto conocidos.
  ✓ FDGE-R31       PT-051: presente en REFACTOR_SCOPE.md con estado canónico.
  ✓ FDGE-R34       PT-051: sin errores de cumplimiento.
  ✓ INTAKE-R08     PT-052: firmado por lote EP-014.
  ✓ FDGE-R51       PT-052: intake ligero · firma, veredicto y severidad heredados del lote.
  ✓ SUITE-R43      PT-052: sin comentarios pendientes en el issue #86.
  ✓ FDGE-R45       PT-052: evidencia e intake sin patrones de secreto conocidos.
  ✓ FDGE-R31       PT-052: presente en REFACTOR_SCOPE.md con estado canónico.
  ✓ FDGE-R34       PT-052: sin errores de cumplimiento.
  ✓ INTAKE-R08     PT-053: firmado por lote EP-014.
  ✓ FDGE-R51       PT-053: intake ligero · firma, veredicto y severidad heredados del lote.
  ✓ SUITE-R43      PT-053: sin comentarios pendientes en el issue #87.
  ✓ FDGE-R45       PT-053: evidencia e intake sin patrones de secreto conocidos.
  ✓ FDGE-R31       PT-053: presente en REFACTOR_SCOPE.md con estado canónico.
  ✓ FDGE-R34       PT-053: sin errores de cumplimiento.
  ✓ INTAKE-R08     PT-054: firmado por lote EP-014.
  ✓ FDGE-R51       PT-054: intake ligero · firma, veredicto y severidad heredados del lote.
  ✓ SUITE-R43      PT-054: sin comentarios pendientes en el issue #88.
  ✓ FDGE-R45       PT-054: evidencia e intake sin patrones de secreto conocidos.
  ✓ FDGE-R31       PT-054: presente en REFACTOR_SCOPE.md con estado canónico.
  ✓ FDGE-R34       PT-054: sin errores de cumplimiento.

AVISOS
  ! SUITE-R45      EP-014: 4 fila(s) de cierre aún sin resolver. En G4 bloquean.
  ! SUITE-R43      PT-001: ningún comentario del issue #3 lleva marca de procedencia, así que no se puede distinguir quién escribió qué: SIN EVALUAR. Se resuelve solo en cuanto el agente escriba una nota (RULE-06).
  ! SUITE-R43      PT-002: ningún comentario del issue #4 lleva marca de procedencia, así que no se puede distinguir quién escribió qué: SIN EVALUAR. Se resuelve solo en cuanto el agente escriba una nota (RULE-06).
  ! SUITE-R44      PT-002: 1 fila(s) de changes/PT-002-cobertura-por-regla/out-of-scope.md no declaran su destino con el vocabulario cerrado. O es «—» —no aplaza— o cita un identificador que lo sostiene: un hermano del lote, o una allocation DEFERRED cuyo «origin» mencione PT-002. Sin eso, aplazar es narrar. «Escribir verificadores para las 63 reglas HA» cita PT-015, que no está DEFERRED ni es hermano de este lote
  ! SUITE-R43      PT-004: ningún comentario del issue #6 lleva marca de procedencia, así que no se puede distinguir quién escribió qué: SIN EVALUAR. Se resuelve solo en cuanto el agente escriba una nota (RULE-06).
  ! SUITE-R44      PT-004: 3 fila(s) de changes/PT-004-la-compuerta-no-distingue-la-fase/out-of-scope.md no declaran su destino con el vocabulario cerrado. O es «—» —no aplaza— o cita un identificador que lo sostiene: un hermano del lote, o una allocation DEFERRED cuyo «origin» mencione PT-004. Sin eso, aplazar es narrar. «Hacer `phase` obligatoria y fallar sin ella» cita PT-016, que no está DEFERRED ni es hermano de este lote · «Añadir `phase:` a `INTAKE/templates/TAREA.md» cita PT-016, que no está DEFERRED ni es hermano de este lote · «Ampliar el grafo a `docs/methodology/tools/`» cita PT-020, que no está DEFERRED ni es hermano de este lote
  ! SUITE-R43      PT-005: ningún comentario del issue #8 lleva marca de procedencia, así que no se puede distinguir quién escribió qué: SIN EVALUAR. Se resuelve solo en cuanto el agente escriba una nota (RULE-06).
  ! SUITE-R43      PT-006: ningún comentario del issue #10 lleva marca de procedencia, así que no se puede distinguir quién escribió qué: SIN EVALUAR. Se resuelve solo en cuanto el agente escriba una nota (RULE-06).
  ! SUITE-R43      PT-007: ningún comentario del issue #11 lleva marca de procedencia, así que no se puede distinguir quién escribió qué: SIN EVALUAR. Se resuelve solo en cuanto el agente escriba una nota (RULE-06).
  ! SUITE-R44      PT-012: 1 fila(s) de changes/PT-012-migrar-desde-4-12/out-of-scope.md no declaran su destino con el vocabulario cerrado. O es «—» —no aplaza— o cita un identificador que lo sostiene: un hermano del lote, o una allocation DEFERRED cuyo «origin» mencione PT-012. Sin eso, aplazar es narrar. «Derivar la lista de «qué llega nuevo» compar» cita PT-017, que no está DEFERRED ni es hermano de este lote
  ! SUITE-R35      PT-015: «estado» divergente — el registro dice «INTEGRATED» y su línea de índice en DISCOVERY.md dice «DONE». El índice ESPEJA el registro (SUITE-R35); el registro asigna.
  ! SUITE-R35      PT-016: «estado» divergente — el registro dice «INTEGRATED» y su línea de índice en DISCOVERY.md dice «DONE». El índice ESPEJA el registro (SUITE-R35); el registro asigna.
  ! SUITE-R35      PT-017: «estado» divergente — el registro dice «INTEGRATED» y su línea de índice en DISCOVERY.md dice «DONE». El índice ESPEJA el registro (SUITE-R35); el registro asigna.
  ! FDGE-R23       PT-022: AC-03 marcado verified:false.
  ! SUITE-R44      PT-028: 1 fila(s) de changes/PT-028-un-cierre-pendiente-no-es-un-huerfano/out-of-scope.md no declaran su destino con el vocabulario cerrado. O es «—» —no aplaza— o cita un identificador que lo sostiene: un hermano del lote, o una allocation DEFERRED cuyo «origin» mencione PT-028. Sin eso, aplazar es narrar. «Revisar si hay más choques entre reglas escr» cita PT-029, que no está DEFERRED ni es hermano de este lote
  ! SUITE-R44      PT-031: 1 fila(s) de changes/PT-031-los-tres-modos-exigen-lo-mismo/out-of-scope.md no declaran su destino con el vocabulario cerrado. O es «—» —no aplaza— o cita un identificador que lo sostiene: un hermano del lote, o una allocation DEFERRED cuyo «origin» mencione PT-031. Sin eso, aplazar es narrar. «Una convención o agente propio que ate al ag» cita PT-032, que no está DEFERRED ni es hermano de este lote
  ! SUITE-R44      PT-035: 1 fila(s) de changes/PT-035-sub-issues-en-vez-de-enlaces/out-of-scope.md no declaran su destino con el vocabulario cerrado. O es «—» —no aplaza— o cita un identificador que lo sostiene: un hermano del lote, o una allocation DEFERRED cuyo «origin» mencione PT-035. Sin eso, aplazar es narrar. «Sub-issues en el adaptador de Azure» cita PT-025, que está DEFERRED pero su «origin» no menciona PT-035: la cita no es recíproca
  ! SUITE-R44      PT-036: 1 fila(s) de changes/PT-036-el-enlace-del-issue-tiene-que-resolver/out-of-scope.md no declaran su destino con el vocabulario cerrado. O es «—» —no aplaza— o cita un identificador que lo sostiene: un hermano del lote, o una allocation DEFERRED cuyo «origin» mencione PT-036. Sin eso, aplazar es narrar. «El manual de uso» cita EP-010, que no está DEFERRED ni es hermano de este lote
  ! SUITE-R44      PT-037: 1 fila(s) de changes/PT-037-el-catalogo-de-casos-de-uso/out-of-scope.md no declaran su destino con el vocabulario cerrado. O es «—» —no aplaza— o cita un identificador que lo sostiene: un hermano del lote, o una allocation DEFERRED cuyo «origin» mencione PT-037. Sin eso, aplazar es narrar. «Ejercitar Azure para poder documentarlo» cita PT-025, que está DEFERRED pero su «origin» no menciona PT-037: la cita no es recíproca
  ! SUITE-R44      PT-040: 1 fila(s) de changes/PT-040-que-puede-fallar/out-of-scope.md no declaran su destino con el vocabulario cerrado. O es «—» —no aplaza— o cita un identificador que lo sostiene: un hermano del lote, o una allocation DEFERRED cuyo «origin» mencione PT-040. Sin eso, aplazar es narrar. «Escribir verificador para las reglas sin uno» cita PT-015, que no está DEFERRED ni es hermano de este lote
  ! SUITE-R44      PT-041: 1 fila(s) de changes/PT-041-la-regla-en-el-mensaje/out-of-scope.md no declaran su destino con el vocabulario cerrado. O es «—» —no aplaza— o cita un identificador que lo sostiene: un hermano del lote, o una allocation DEFERRED cuyo «origin» mencione PT-041. Sin eso, aplazar es narrar. «Escribir verificador para las reglas sin uno» cita PT-015, que no está DEFERRED ni es hermano de este lote
  ! SUITE-R44      PT-043: 2 fila(s) de changes/PT-043-migracion-guiada/out-of-scope.md no declaran su destino con el vocabulario cerrado. O es «—» —no aplaza— o cita un identificador que lo sostiene: un hermano del lote, o una allocation DEFERRED cuyo «origin» mencione PT-043. Sin eso, aplazar es narrar. «El YAML de `PT-039`…`PT-042` declara `phase:» cita PT-044, que no está DEFERRED ni es hermano de este lote · «`npx @a81biz/cauce start` no arranca» cita PT-045, que no está DEFERRED ni es hermano de este lote
  ! SUITE-R44      PT-044: 1 fila(s) de changes/PT-044-el-yaml-del-intake-no-puede-mentir/out-of-scope.md no declaran su destino con el vocabulario cerrado. O es «—» —no aplaza— o cita un identificador que lo sostiene: un hermano del lote, o una allocation DEFERRED cuyo «origin» mencione PT-044. Sin eso, aplazar es narrar. «Hacer `phase` obligatoria en la plantilla» cita PT-016, que no está DEFERRED ni es hermano de este lote
  ! SUITE-R44      PT-045: 1 fila(s) de changes/PT-045-npx-cauce-start-no-arranca/out-of-scope.md no declaran su destino con el vocabulario cerrado. O es «—» —no aplaza— o cita un identificador que lo sostiene: un hermano del lote, o una allocation DEFERRED cuyo «origin» mencione PT-045. Sin eso, aplazar es narrar. «El grafo, que describe `bin` y no las herram» cita PT-020, que no está DEFERRED ni es hermano de este lote
  ! SUITE-R44      PT-046: 1 fila(s) de changes/PT-046-una-entrada-de-history-mal-formada-no-se-puede-corregir/out-of-scope.md no declaran su destino con el vocabulario cerrado. O es «—» —no aplaza— o cita un identificador que lo sostiene: un hermano del lote, o una allocation DEFERRED cuyo «origin» mencione PT-046. Sin eso, aplazar es narrar. «Comprobar los otros ocho campos del formato » cita PT-016, que no está DEFERRED ni es hermano de este lote
  ! FDGE-R23       PT-049: aún sin evidence/PT-049/manifest.json (normal antes de PHASE 6).
  ! FDGE-R29       PT-049: aún sin entrada en HISTORY.log (se escribe en PHASE 8).
  ! FDGE-R15       PT-050: aún sin traceability.md — se escribe en PHASE 4 y el PT está en PHASE 1.
  ! FDGE-R23       PT-050: aún sin evidence/PT-050/manifest.json (normal antes de PHASE 6).
  ! FDGE-R29       PT-050: aún sin entrada en HISTORY.log (se escribe en PHASE 8).
  ! FDGE-R15       PT-051: aún sin traceability.md — se escribe en PHASE 4 y el PT está en PHASE 1.
  ! FDGE-R23       PT-051: aún sin evidence/PT-051/manifest.json (normal antes de PHASE 6).
  ! FDGE-R29       PT-051: aún sin entrada en HISTORY.log (se escribe en PHASE 8).
  ! FDGE-R15       PT-052: aún sin traceability.md — se escribe en PHASE 4 y el PT está en PHASE 1.
  ! FDGE-R23       PT-052: aún sin evidence/PT-052/manifest.json (normal antes de PHASE 6).
  ! FDGE-R29       PT-052: aún sin entrada en HISTORY.log (se escribe en PHASE 8).
  ! FDGE-R15       PT-053: aún sin traceability.md — se escribe en PHASE 4 y el PT está en PHASE 1.
  ! FDGE-R23       PT-053: aún sin evidence/PT-053/manifest.json (normal antes de PHASE 6).
  ! FDGE-R29       PT-053: aún sin entrada en HISTORY.log (se escribe en PHASE 8).
  ! FDGE-R15       PT-054: aún sin traceability.md — se escribe en PHASE 4 y el PT está en PHASE 1.
  ! FDGE-R23       PT-054: aún sin evidence/PT-054/manifest.json (normal antes de PHASE 6).
  ! FDGE-R29       PT-054: aún sin entrada en HISTORY.log (se escribe en PHASE 8).

Sin errores. PTs verificados: 49.
